X,Y,OBJECTID,BUS_TYPE,BUS_NAME,BUS_ADDRESS,ST_NAME,NBRHD,SUBREGION,MATCH_ADDR,BUS_URL,LON,LAT,GLOBALID
613191.605484258,552892.655593857,68,Shopping,Castello Boutique,48 Broad Street,Broad,Tinton Falls,Monmouth,"48 Broad Street, Red Bank, NJ, 07701",https://castellostore.com/,-74.065599,40.350519,a23dad34-b6e6-4ff7-8043-c437e187ca9f
612927.756602511,553501.170452937,69,Food,26 West on the Navesink,26 West Front Street,Front,Tinton Falls,Monmouth,"26 West Front Street, Red Bank, NJ, 07701",https://26westonthenavesink.com/,-74.066535,40.352193,4cf49851-b6cb-4ebf-ae0f-62e81fb9497c
613179.593041092,553295.85721527,70,Food,Bistro Red Bank,14 Broad Street,Broad,Tinton Falls,Monmouth,"14 Broad Street, Red Bank, NJ, 07701",https://thebistroatredbank.com/,-74.065635,40.351626,034262e0-e74c-494a-98b1-174b94f1a13f
611917.721549094,552302.855264276,71,Attraction,Count Basie Center for the Arts,99 Monmouth Street,Monmouth,Tinton Falls,Monmouth,"99 Monmouth Street, Red Bank, NJ, 07701",https://thebasie.org/,-74.07018,40.348917,4c6da752-4344-4ac8-b092-d50396af83c5
613055.10674151,552546.886272274,72,Shopping,Feet First NJ,15 Monmouth Street,Monmouth,Tinton Falls,Monmouth,"15 Monmouth Street, Red Bank, NJ, 07701",https://feetfirstnj.com/,-74.06609484,40.34957166,ab73f711-379f-43a3-8b50-b9502ae27b41
611098.140183009,553089.968191355,73,Shopping,Down to the Felt,182 West Front Street,Front,Tinton Falls,Monmouth,"182 West Front Street, Red Bank, NJ, 07701",http://beta.downtothefeltonline.com/,-74.07377625,40.35098099,41c3e47e-d844-4d7f-b0fa-2f1e2791b857
613172.205916759,553257.370415606,74,Attraction,Earth Spirit New Age,18 Broad Street,Broad,Tinton Falls,Monmouth,"18 Broad Street, Red Bank, NJ, 07701",http://www.earthspiritnewage.com/,-74.06562973,40.35152208,0407394d-f2a4-43ee-9a37-e5ea3a0739e7
611410.527681593,552405.310111858,75,Shopping,Fins and Feathers,134 Monmouth Street,Monmouth,Tinton Falls,Monmouth,"134 Monmouth Street, Red Bank, NJ, 07701",https://finsandfeatherspetsandgrooming.com/,-74.071998,40.349205,a01b09f5-ce48-451b-83a3-18af26d78c4f
610387.696065843,552020.074333772,76,Food,JBJ Soul Kitchen,207 Monmouth Street,Monmouth,Tinton Falls,Monmouth,"207 Monmouth Street, Red Bank, NJ, 07701",https://jbjsoulkitchen.org/,-74.0756745,40.348161,c7ffc753-290b-43b6-a16c-13b2e1507af9
613208.649741508,552741.926236525,77,Food,Good Life Organic Kitchen,60 Broad Street,Broad,Tinton Falls,Monmouth,"60 Broad Street, Red Bank, NJ, 07701",https://www.goodlifeorganickitchen.com/,-74.0655405,40.350105,4cd0c121-5c84-455d-af5b-2f97eba089e3
612828.533703841,552505.29416386,78,Shopping,L Studio,31 Monmouth Street,Monmouth,Tinton Falls,Monmouth,"31 Monmouth Street, Red Bank, NJ, 07701",https://www.lstudionj.com/,-74.06690851,40.3494988,52e19cc8-c398-44df-9cc0-a1273fac5da0
613098.798583258,553403.652603358,79,Food,JR’s Red Bank,17 West Front Street,Front,Tinton Falls,Monmouth,"17 West Front Street, Red Bank, NJ, 07701",https://jrsdelivers.com/,-74.065923,40.351923,10a8ff67-ef6f-4103-a8de-171a9461e15b
613179.89881476,553233.56632936,80,Shopping,Lucki Clover,20 Broad Street,Broad,Tinton Falls,Monmouth,"20 Broad Street, Red Bank, NJ, 07701",https://luckiclover.shop/,-74.065635,40.351455,462ae295-f4a9-47c0-a755-c0f1c6c4768d
611760.200538676,552439.753612526,81,Food,Monmouth Meats,112 Monmouth Street,Monmouth,Tinton Falls,Monmouth,"112 Monmouth Street, Red Bank, NJ, 07701",https://monmouthmeats.com/,-74.07067177,40.34924837,e1167142-d97a-407c-a5d4-27f356be5550
611106.630979676,553784.106566854,82,Food,Molly Pitcher Inn,88 Riverside Avenue,Riverside,Tinton Falls,Monmouth,"88 Riverside Avenue, Red Bank, NJ, 07701",https://themollypitcher.com/,-74.0730645,40.352994,86a035a2-df6a-4f00-a252-bd90c26f3d27
612887.804582678,552514.725247361,83,Shopping,Monmouth Street Emporium,27 Monmouth Street,Monmouth,Tinton Falls,Monmouth,"27 Monmouth Street, Red Bank, NJ, 07701",https://www.monmouthstreetemporium.com/,-74.0666115,40.349367,b2624572-2b9c-4fce-be3c-52810d727c59
613029.869259175,552882.026350021,84,Food,Red Bank Chocolate Shoppe,17 White Street,White,Tinton Falls,Monmouth,"17 White Street, Red Bank, NJ, 07701",https://redbankchocolateshoppe.com/,-74.0661795,40.350492,6d7d6b67-7c9e-459c-940b-b30d99dcfa9f
613300.377904508,552962.038985275,85,Attraction,Red Bank Artisan Collective,43 Broad Street,Broad,Tinton Falls,Monmouth,"43 Broad Street, Red Bank, NJ, 07701",https://redbankartisancollective.com/,-74.0652075,40.350708,583322be-c5f4-4a49-ad43-6f6a97c427a9
612274.735598844,552447.511799105,86,Food,Red Tank Brewing,77 Monmouth Street,Monmouth,Tinton Falls,Monmouth,"77 Monmouth Street, Red Bank, NJ, 07701",https://www.redtankbrewing.com/,-74.06889653,40.34930933,542ac0f9-ae03-43f3-90bd-3a31dd0c92dc
612216.490308508,553278.034088194,87,Attraction,Red Bank Public Library,84 West Front Street,Front,Tinton Falls,Monmouth,"84 West Front Street, Red Bank, NJ, 07701",https://www.redbanklibrary.org/,-74.069091,40.35159,2c415dfd-bc8b-49c0-ba94-4e99e766cce7
612911.478419844,552471.628876857,88,Shopping,Sorella Bella Boutique,27 Monmouth Street,Monmouth,Tinton Falls,Monmouth,"27 Monmouth Street, Red Bank, NJ, 07701",https://sorellabellaboutique.com/,-74.0666115,40.349367,c2645e9c-a99d-4952-bcd8-d8e33cbe4631
